f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,class
6.58025,13.4564,3.12592,8.98136,7.10218,12.557,17.0218,15.556,2.69497,6.02709,B
4.61708,5.78576,4.18686,3.04392,5.73125,5.85837,8.59629,6.38959,2.74374,3.38716,B
1.34513,1.23106,1.93466,0.931082,1.42076,1.98972,0.780531,1.13765,2.08544,1.45867,B
8.74338,6.2865,2.59545,7.08577,12.5538,8.22434,1.73877,5.54961,2.25286,23.4059,NB
0.563502,0.277699,0.594714,0.744865,0.318224,0.429337,0.2474,0.383294,6.45136,1.16336,NB
4.59891,12.4156,4.80544,4.75807,13.5454,9.2169,8.6834,7.64141,3.01194,6.52822,NB
13.2877,16.3821,1.9677,14.7445,10.0433,10.7565,14.6628,12.7669,1.85625,7.71172,B
17.4504,2.31999,7.23385,2.21788,4.0662,2.88302,1.4844,3.59644,3.41829,3.39611,B
0.963407,0.301752,1.15455,0.747253,0.570553,0.632464,0.282245,0.570863,2.65271,1.50565,NB
2.5812,2.19973,3.35903,1.06,4.2237,3.55473,0.759624,2.05918,1.51491,1.96205,NB
0.199952,1.5831,1.71623,0.974055,1.81773,2.49292,0.909458,1.40677,2.56494,1.44077,NB
0.490792,0.12245,0.545155,0.520451,0.2234,0.392405,0.163772,0.350673,4.23101,1.14322,NB
6.18035,1.23106,10.5176,1.30829,2.52008,1.8143,0.585398,2.09996,2.7795,3.39163,NB
2.56303,4.90237,1.44824,10.4806,2.01381,7.7927,18.0707,7.80859,10.3995,2.62427,NB
0.708922,0.271139,1.31792,0.604009,0.474122,0.457036,0.254369,0.501544,2.87052,1.358,B
0.94523,0.159622,0.565345,0.709054,0.236257,0.350856,0.250885,0.501544,8.08655,1.27522,NB
0.199952,6.33897,2.4945,7.41762,5.85179,6.00841,7.6729,7.00531,2.72261,7.00252,B
6.34395,0.406709,6.35647,0.971667,1.03021,1.35033,0.526161,1.43124,1.76035,2.83904,B
0.472615,0.282072,0.71586,0.553874,0.298938,0.443187,0.188164,0.468923,4.40493,1.18573,NB
11.3428,2.43807,6.30691,3.62406,3.69333,4.60499,5.61703,3.97158,2.29999,4.2552,B
6.9438,10.5504,1.83921,8.3487,8.41847,11.6937,15.9521,11.0911,2.02529,11.6806,B
7.08922,4.51753,2.6395,8.936,4.18995,7.8758,15.067,6.92375,1.53116,6.14566,B
2.65391,0.780619,11.4593,1.74041,1.81613,2.47908,2.25099,1.94501,3.93518,3.13212,NB
3.83545,3.43953,6.45375,2.36829,2.9058,5.35056,9.7183,4.61584,2.68197,4.61763,B
14.3057,5.05544,7.42108,8.17203,4.5371,6.41236,12.6557,8.3713,2.15208,4.63553,B
5.6532,10.2158,2.11637,5.24509,3.76244,13.3602,20.6144,11.9514,1.63844,3.64668,NB
0.999762,1.70993,1.6373,1.1746,3.17581,3.26158,0.790984,1.86346,2.82013,1.77636,NB
1.21789,0.227407,4.19604,0.771127,0.474122,0.496277,0.310122,0.685036,2.70148,1.95534,B
1.47238,2.88851,4.2511,6.73721,2.30953,3.67937,6.82267,3.77993,2.67384,5.32907,B
2.25401,0.671288,3.84361,0.828424,1.30183,1.15644,0.404203,0.905226,1.56855,1.70253,NB
11.7608,5.10791,11.2592,4.03946,5.4082,6.99866,12.6348,9.24391,3.39066,5.66242,B
3.49008,0.299565,1.26469,0.651757,0.384119,0.639389,0.358905,0.872605,3.18586,1.6645,NB
4.43531,3.11373,5.17254,10.834,7.197,3.62859,1.31366,3.70653,2.31137,11.2689,NB
7.92539,7.53942,5.08077,10.2491,8.19186,10.2718,16.3668,11.1155,2.47554,7.45444,B
1.83593,3.68225,2.25588,6.7587,2.13596,6.74475,14.7848,6.66279,9.28125,2.83456,B
9.41594,14.2479,2.52753,2.7073,12.7065,12.4438,4.0281,10.0146,3.11596,3.42519,NB
13.3423,4.84334,9.19971,6.40536,6.19412,6.40543,8.42903,6.85036,3.09971,5.02257,B
0.636212,0.12245,0.414831,0.479865,0.165541,0.316232,0.153319,0.309897,3.92868,0.906076,NB
3.74456,13.0868,1.8851,5.57217,10.7007,11.9707,8.38722,9.28468,2.1472,4.11873,NB
14.7238,5.47089,6.58591,6.88045,5.61392,5.41749,5.6693,6.33658,2.87377,5.69821,B
20.2861,33.9689,5.13767,14.4938,18.7174,17.1065,11.8648,20.6122,2.66084,11.5642,B
4.94428,6.52921,7.86161,1.51122,3.16456,1.93894,0.651604,3.16829,2.90953,2.97327,B
1.18154,0.467934,9.18319,1.28203,1.02217,1.2003,0.536615,1.25998,3.38741,2.57952,NB
7.271,0.900882,3.62335,2.12478,2.12953,1.69657,0.508739,1.68812,2.30162,2.49451,B
9.23417,4.898,6.85022,2.79324,4.62389,5.89531,4.14657,5.60669,2.75837,3.32675,B
0.94523,0.341111,2.96256,0.70428,0.573767,0.630156,0.264823,0.9827,1.19632,2.07391,NB
1.09065,0.579451,7.09068,1.22712,1.08646,1.26031,1.20216,1.25998,2.33088,2.66454,NB
1.56326,0.174929,1.7511,0.682793,0.250722,0.454728,0.250885,0.395527,4.68776,1.71819,NB
6.63479,2.25439,6.09031,7.86883,3.94405,3.63782,1.56803,3.42926,2.88515,4.5438,NB
1.89046,3.363,2.28891,1.25815,2.74669,1.7035,0.446018,1.9654,4.54797,1.73609,NB
1.54509,1.19607,4.52643,1.39662,2.55865,3.28466,2.24054,1.97356,1.90501,2.23946,NB
2.83569,7.34919,1.54369,17.0173,6.57824,5.99687,7.4464,6.25911,2.56006,6.93764,B
9.4523,1.72305,15.0349,2.28234,4.99515,2.32442,1.35199,3.51489,2.83964,4.57513,NB
9.34323,6.20996,3.56461,11.8152,4.30567,6.75167,15.9591,9.57011,2.47717,6.29779,B
4.32624,0.583824,6.99523,1.14595,1.45129,1.29955,0.449502,1.24774,2.76975,2.50346,NB
2.54485,7.2814,0.965493,7.32928,5.42588,7.71653,10.3176,6.59755,1.87088,7.21505,B
0.79981,0.284259,1.56938,0.637433,0.384119,0.475502,0.303153,0.648337,1.8595,1.53474,B
0.58168,0.704088,2.32563,1.53987,0.975565,0.817125,0.379812,1.00309,5.69878,2.1097,B
5.61685,7.09991,1.55286,9.731,7.06843,7.71653,6.96554,6.3692,2.05293,8.32024,B
0.836165,0.349857,1.10316,0.69473,0.486979,0.782501,0.32406,0.587174,4.31879,1.38261,NB
15.5599,7.07805,5.53965,12.6651,4.88104,7.16485,11.1923,9.12566,1.81561,5.92417,B
12.9969,4.79742,8.57012,2.62374,5.2523,4.64884,3.00713,5.02767,3.30126,3.72051,B
0.43626,0.301752,0.754406,0.852298,0.364833,0.519359,0.313606,0.530087,6.65129,1.28864,NB
1.58144,0.330178,2.38987,0.658919,0.544838,0.662472,0.261338,0.823674,1.27597,1.82558,NB
1.98135,0.382656,11.4721,1.33216,1.30825,1.65041,1.04535,0.884838,3.53045,2.86812,B
0.618035,0.327991,0.882893,0.933469,0.342332,0.572449,0.369358,0.607561,7.30471,1.66897,NB
17.9048,12.737,2.84692,12.0587,11.2696,8.40208,10.6661,10.2796,3.21511,10.0496,B
0.690745,0.415455,1.08664,1.02658,0.62359,0.674013,0.236947,0.786976,2.20247,1.66673,NB
4.70797,4.13706,4.43833,1.48973,4.558,3.46701,0.662057,2.9848,3.00868,2.30434,NB
6.74385,1.39287,11.6887,5.96131,2.67919,1.73812,0.703871,1.69628,3.62798,4.68699,NB
9.25235,9.69104,1.59141,8.02163,7.29504,10.2279,9.93783,8.41615,3.07695,4.74516,B
1.09065,0.406709,2.09802,1.01941,0.621983,0.593224,0.306637,0.831829,4.85193,1.87256,NB
12.0517,1.92421,4.20154,10.2586,3.25135,1.43574,0.644635,3.23353,2.14883,4.60868,B
1.52691,0.170555,0.910426,0.556262,0.321438,0.443187,0.205586,0.546398,4.639,1.29759,NB
0.618035,0.253646,0.987519,0.75919,0.351975,0.406254,0.264823,0.566786,4.68614,1.38932,NB
0.490792,0.196795,1.7254,0.525226,0.398584,0.521668,0.240431,0.640182,2.10819,1.37366,NB
4.88975,3.02189,3.92989,3.94158,3.42975,5.5583,10.3804,5.60669,2.23985,5.37158,B
9.56136,4.0168,8.87299,10.0366,5.11248,3.57781,1.23352,4.46089,2.31625,5.10311,B
12.9606,1.51095,14.2034,4.02514,3.3076,2.0105,0.832798,2.62189,6.07588,4.77424,B
4.25353,1.21138,5.55617,5.84194,2.52008,2.486,1.9583,2.46287,3.16473,3.21937,B
4.98063,0.290819,11.395,1.08387,1.30665,1.28109,0.67948,1.02348,2.69172,2.46542,NB
10.652,0.570705,9.13547,1.29396,1.31468,1.28109,0.627212,1.42716,2.6966,2.76297,B
1.23607,3.65163,2.1641,1.36559,3.92155,3.53395,0.822345,2.57296,1.4125,1.64212,NB
1.72686,3.19463,2.06498,1.62104,4.26388,3.43008,0.689933,2.45879,2.53406,1.90612,NB
3.78092,1.04083,10.9637,1.85023,2.70651,2.05435,0.808407,1.79822,4.39356,3.53482,NB
2.85387,2.61081,5.40199,2.39933,4.86979,6.07997,7.49867,4.12652,2.79413,3.73169,NB
1.27242,1.46065,4.13363,1.3632,2.44775,1.96433,0.498285,1.55764,2.64296,2.41397,NB
1.21789,2.89725,0.954479,3.37099,4.36995,3.85942,0.832798,1.99802,2.45278,3.71156,NB
11.8881,3.29959,10.6021,2.16775,5.84053,3.91943,1.58197,3.68207,2.4983,3.34465,B
4.47166,4.07802,5.79296,4.42622,3.91512,4.62576,6.92373,5.21116,3.06557,3.92857,B
12.0517,14.4425,2.56425,15.136,15.7633,13.0532,13.5095,12.1023,2.71285,9.64468,B
3.4719,3.17277,2.15125,5.69631,3.16456,3.77632,6.03517,4.54652,2.60233,3.7921,B
2.38125,4.27263,5.6039,2.93888,4.81675,5.38056,9.2235,6.04707,2.98593,4.72726,B
1.127,1.30103,3.76469,2.53779,2.86241,1.89739,0.557522,1.74929,2.54381,2.49674,NB
1.70868,7.97893,3.20301,5.72735,9.72512,6.49084,2.71095,5.19893,3.21837,4.95098,NB
7.63455,10.6422,2.25955,11.2709,8.68687,8.80833,15.5723,12.8281,1.83674,5.63781,B
18.0321,22.0913,4.11527,16.8383,10.9385,15.8809,31.3049,21.4685,2.86565,10.1928,B
1.52691,2.29812,2.07232,1.50644,3.68208,2.57602,0.536615,2.03472,2.66247,2.03364,NB
0.527147,0.155249,0.629589,0.620721,0.2459,0.304691,0.202102,0.358828,4.51384,1.06492,NB
1.58144,1.88704,1.79699,1.27487,3.23528,2.49062,0.64115,1.60249,1.86113,1.73832,B
3.99905,5.39655,4.3851,9.09356,4.39728,6.2277,12.4432,8.11441,2.0448,6.84591,B
2.16312,5.60209,2.39905,4.18032,7.09254,6.33849,2.21615,3.86556,2.6901,5.13443,NB
8.50707,1.21794,2.90749,1.19369,2.38829,2.77915,1.75968,2.36908,1.50353,1.91507,B
3.38101,0.417642,6.83187,1.20324,0.83574,0.807892,0.484347,1.13357,2.38777,2.83456,NB
1.38149,2.82947,3.88583,1.54225,5.59785,3.57319,0.717809,2.23044,2.6072,2.35804,NB
0.309017,0.13557,0.570852,0.491802,0.279651,0.330082,0.170741,0.395527,4.59511,0.881467,NB
2.38125,3.42423,1.12518,3.71239,3.14367,5.17282,7.72865,3.80847,2.34226,5.17918,B
4.47166,7.10866,2.74413,1.84306,7.13593,6.45852,2.48794,4.89719,1.7831,2.63098,NB
0.527147,1.33602,3.01395,2.39933,0.961101,2.28056,4.37655,2.10404,3.48819,2.56386,NB
5.05334,4.83459,3.89317,1.82396,3.23046,8.33745,14.5025,6.74842,3.19886,2.93748,NB
3.19924,3.51169,1.51432,6.66798,2.75312,4.75041,7.05614,4.9502,1.97491,5.10759,B
1.2906,0.896509,7.71109,1.9123,1.84506,1.23492,0.536615,1.7289,4.63575,3.02025,NB
11.779,7.66625,10.0514,4.64108,7.60684,9.22382,6.93069,8.59557,3.28176,4.51472,B
16.3234,7.75152,11.0096,7.12874,7.7547,13.4803,17.7118,10.773,4.05059,8.46566,B
0.65439,0.371723,1.71806,1.10775,0.60109,0.579374,0.358905,0.713579,4.42444,1.73385,NB
2.69027,5.81856,4.15566,2.68342,6.44323,6.72628,4.52987,5.21524,3.90105,3.13212,NB
2.47214,0.461374,1.30323,0.625496,0.843776,0.77096,0.310122,0.946002,1.69045,1.47657,B
1.90864,3.1837,1.37849,7.76379,9.88584,5.32055,0.930365,3.47411,1.5848,16.4548,NB
14.1239,11.1189,2.31828,18.1036,8.4924,12.6285,21.7399,12.6772,1.54417,9.8684,B
10.6702,5.69393,3.2489,9.46122,7.21147,6.34311,7.65199,7.1154,2.33575,4.70936,B
7.92539,11.3485,5.22761,15.592,8.48919,11.1027,14.2482,12.3388,2.77137,9.17262,B
0.672567,0.216474,0.754406,0.596847,0.239472,0.37163,0.236947,0.477078,4.81129,1.23495,NB
8.5616,3.66913,4.45668,2.12955,3.67083,6.2854,9.90647,5.5863,2.29349,4.16124,NB
6.19853,12.3849,3.59398,27.5505,15.5576,6.26694,1.26139,8.44062,2.84939,11.2018,NB
3.36284,8.92792,6.81351,2.70969,9.43743,4.90275,1.02793,5.24379,3.98232,3.21266,NB
4.90792,0.555398,5.73238,1.07671,1.3629,1.37342,0.540099,1.24774,2.53893,2.21262,B
11.3428,4.79523,3.14244,9.68086,6.90771,2.81608,0.804922,4.58322,3.07208,4.54157,B
29.8656,29.0294,3.54442,7.11919,16.2921,21.0167,33.981,25.1751,2.7795,6.61324,B
2.70845,2.75513,2.18612,7.28631,2.13596,3.59166,8.61023,4.12245,2.03505,3.53705,B
1.127,9.07442,1.57122,4.87982,5.24427,7.02174,9.64513,7.62918,3.69137,2.46766,NB
2.16312,8.97165,1.58407,3.41635,9.97584,11.389,11.1191,7.76374,2.40727,7.57301,NB
16.9596,6.1225,8.86381,5.03262,6.63127,8.25666,6.94812,8.21635,2.62833,5.74743,B
0.890697,4.10645,1.45191,8.25798,5.22498,3.83633,4.49154,4.1673,2.66897,8.17706,NB
1.69051,5.18882,3.53708,4.13496,4.65925,6.47699,12.2272,6.56493,2.77625,6.09644,B
3.23559,1.00803,1.36564,2.66433,2.00578,1.4519,0.484347,1.72482,2.40077,2.85694,B
0.963407,0.384843,7.23018,0.96928,0.965922,0.881757,0.369358,1.08872,2.23985,2.30211,B
19.668,3.53137,9.83664,4.21374,3.88298,5.28131,7.70774,5.54145,3.25738,5.06284,B
36.2641,18.1969,2.89464,14.3196,22.1969,13.478,13.7778,14.3409,2.71123,12.9804,B
4.18082,4.61811,1.82452,9.25829,4.97908,5.11742,7.87151,5.46398,2.35526,6.69602,B
0.381727,0.168369,0.868209,0.730541,0.270008,0.401638,0.226493,0.497466,5.21603,1.34905,NB
3.29013,2.43588,1.36197,7.17888,4.63193,3.70938,1.12898,2.27937,2.18784,4.29995,NB
5.87133,4.46287,3.14795,6.34568,5.61071,9.60469,16.4783,7.29889,2.01392,5.01139,B
1.23607,4.30543,2.68172,8.77843,4.80711,5.43365,7.36974,4.99505,2.55844,6.56402,B
21.9766,10.9112,10.3267,13.8636,6.37573,17.3651,33.3468,15.7844,2.79413,6.17922,B
0.327195,0.172742,2.48348,0.876172,0.33751,0.49166,0.243916,0.477078,5.51998,1.85466,NB
0.399905,0.253646,1.2812,0.864235,0.363225,0.489352,0.303153,0.513777,4.71052,1.67792,NB
0.79981,0.4898,3.89685,0.91437,0.911278,0.941772,0.404203,1.10095,1.66607,2.14997,B
3.58097,6.61449,4.11527,4.18509,8.06971,8.19434,8.82627,6.96861,2.52918,6.32464,NB
0.763455,1.17639,2.81388,2.43991,2.05238,2.04281,1.58197,1.47609,9.23411,2.47437,NB
9.48865,3.38268,5.55066,2.01734,2.19382,3.37699,7.39762,4.50574,2.03667,3.56614,B
9.47048,17.2173,1.49596,25.0556,7.42523,17.6236,35.2458,19.5521,2.26261,8.81691,B
5.59867,3.97525,4.56315,3.4832,3.27867,4.83581,8.8193,5.47213,2.39427,3.27082,B
4.85339,4.31418,1.63179,10.631,5.7875,7.10945,9.02489,5.75756,2.02692,9.79905,B
11.47,5.5846,4.442,3.85325,8.12114,5.74527,4.72151,5.79018,1.95865,4.23731,B
1.94499,4.05616,10.2808,2.90068,7.28219,3.87096,1.21261,4.46904,2.81688,5.92641,NB
2.23583,6.03504,2.01542,4.63392,5.53035,8.16895,12.0181,6.57716,2.2236,8.582,B
0.29084,0.212101,2.37519,2.27996,0.565732,1.74966,0.96521,1.19066,21.0445,4.19032,NB
4.08994,0.704088,4.81461,0.866622,1.27932,1.7035,0.616759,1.26405,1.99441,1.79873,NB
4.199,2.18661,4.23275,2.78847,2.17935,3.70246,5.73899,3.04189,2.20084,2.03811,NB
4.18082,0.376096,1.35463,1.17937,0.64127,0.637081,0.313606,0.791053,6.64804,1.92178,NB
1.81775,5.4206,1.90345,8.29618,5.17676,8.83373,15.966,8.88508,2.06105,5.52147,B
8.48889,5.14509,1.55286,11.5168,4.05012,6.06843,12.931,7.84121,1.6742,4.75187,B
0.7271,0.535719,1.94016,0.821262,1.05593,0.920997,0.358905,0.811441,4.70402,1.66897,NB
1.36331,1.81051,1.90529,1.10297,2.83348,2.35443,0.599336,1.92462,3.94656,1.57053,NB
3.10835,8.07514,4.66226,7.07383,7.3304,9.51697,15.8754,10.194,2.90303,23.822,B
0.527147,0.236154,0.581865,0.59446,0.289295,0.380864,0.205586,0.517854,5.37857,1.12756,NB
10.6702,5.65457,3.34802,9.39915,3.60654,8.60059,17.778,8.85246,2.6202,5.17247,B
14.3784,1.55468,5.54699,2.65239,2.5924,4.12718,4.36609,3.49042,3.09971,3.4677,B
3.81727,0.997093,2.11087,2.1964,2.24043,1.71273,0.592367,1.52502,1.24834,2.21933,B
2.29036,12.2122,1.85022,5.08991,12.3047,9.01608,1.60636,7.51501,2.78112,4.34693,NB
3.10835,13.6248,1.34361,10.3875,6.70199,13.7065,25.2976,15.6947,1.97491,4.9644,B
0.199952,0.837471,1.97137,2.26086,1.07682,1.0895,0.599336,1.47609,15.0515,3.15673,NB
1.07247,1.37756,2.83407,1.36559,2.25168,2.50677,0.595852,1.56987,3.02656,2.13431,NB
11.3246,6.38052,4.15566,14.6323,6.83378,4.37647,6.05957,6.39774,2.26586,6.48124,B
0.908875,0.642863,2.62482,1.04568,2.04756,1.55808,0.32406,1.24774,2.44303,1.75622,NB
5.72591,5.93883,6.00588,2.37068,6.04143,4.15718,1.56106,4.10614,3.94981,3.34465,NB
1.09065,6.38052,1.384,1.63536,6.64413,6.90402,1.47743,4.55059,2.5113,1.88598,NB
32.7377,25.7495,33.1131,6.42208,11.5187,28.4724,31.1341,25.7092,6.64316,6.51928,B
6.68932,5.28722,6.8025,8.42271,6.0334,7.91965,14.9764,8.72197,2.89003,8.88626,B
8.94333,1.20045,4.10243,1.07432,3.00706,2.46061,0.707356,2.16112,2.10332,2.12984,B
4.23536,1.74273,3.61784,1.30113,2.69848,5.07126,4.65879,2.97257,2.24798,2.10075,B
1.25425,0.306125,0.917769,1.09342,0.351975,0.461653,0.261338,0.554553,10.2386,1.36247,NB
5.58049,1.82363,1.82452,4.3737,2.0347,3.66783,5.23374,2.91956,1.56042,2.57505,B
6.50754,2.98909,5.23312,1.45392,3.94887,2.94304,0.954756,2.33646,2.4349,2.29539,B
16.9414,24.0308,1.18392,30.783,17.2387,8.21973,6.75298,14.3898,3.27688,12.222,B
1.98135,1.76678,2.40822,1.04568,3.10509,2.99382,0.689933,1.99394,1.74897,1.63765,NB
6.56208,1.60934,2.39905,1.44198,1.50433,3.1854,4.82256,3.54751,2.44791,2.06048,B
12.088,5.47089,1.97687,4.81059,6.74056,7.63343,7.7844,7.13171,2.03342,4.32008,B
1.70868,1.3885,3.9721,1.35842,2.68401,2.47446,0.867643,1.83492,2.28211,2.30434,B
1.6178,5.89291,2.02643,2.75505,5.51428,2.86456,0.627212,3.26208,3.48981,1.9173,NB
1.70868,0.408896,3.64721,1.03374,0.9386,0.967163,0.327544,1.03163,3.54833,2.12536,NB
2.56303,4.65747,2.12922,4.83446,5.2507,7.49955,12.3491,5.88805,1.98303,7.23295,NB
4.96246,6.3674,2.54956,5.53397,3.45064,6.16076,15.8998,8.95847,1.67745,8.88402,NB
6.30759,5.63051,3.54993,12.5147,4.61425,8.23588,14.391,7.64957,5.9621,6.08749,B
2.9084,4.59625,3.10206,4.1827,4.41817,5.31593,9.70088,6.05523,2.56331,6.78327,B
2.70845,11.6612,1.92364,15.9764,4.48085,11.4005,28.6775,14.4591,2.13582,10.515,B
3.87181,2.93224,8.75184,4.94906,4.92283,5.57907,5.8714,4.39972,3.27688,7.57301,NB
1.81775,0.988346,8.74817,1.57329,2.93313,1.66887,0.540099,1.79822,2.47229,2.93077,NB
6.14399,4.92205,1.384,14.7923,4.91961,5.78451,9.15381,5.83911,1.90014,10.94,NB
3.14471,0.951174,4.8862,1.325,2.73223,2.00357,0.564491,1.51686,2.43003,2.39831,B
0,4.61811,7.24487,14.9952,4.16906,6.39158,10.0598,5.91251,3.13547,5.5774,NB
2.98111,6.27338,1.66667,3.38054,6.73735,9.02762,9.79845,7.20511,2.21222,6.04498,NB
3.87181,9.17282,3.40676,10.5475,6.32269,9.77781,18.8268,9.97787,2.41052,6.04722,B
3.43555,14.6022,2.86344,21.6154,7.28379,15.2091,29.7856,18.3736,2.47392,19.2849,B
5.59867,0.487613,3.19934,0.909595,1.01575,1.07103,0.46344,1.28852,1.98466,1.96205,B
10.4702,6.66915,3.84545,7.50118,7.5763,6.65242,9.62074,7.47831,2.10006,5.8056,NB
2.21765,0.402336,3.98862,0.916757,0.811632,1.52115,0.902489,1.06425,4.07335,1.73609,NB
2.72662,0.712834,1.6061,1.12923,1.33397,1.25108,0.362389,1.19881,2.19759,1.90388,NB
14.342,5.4534,7.64685,8.61609,6.06554,5.81221,9.18169,7.71889,3.70437,6.58639,NB
5.18059,4.78648,7.08517,10.421,5.16069,8.53596,13.6419,7.22957,4.71539,7.13227,B
6.87109,5.71579,4.12812,3.20865,4.58853,6.00379,8.42207,6.52823,2.84939,2.93971,NB
0.418082,0.970854,1.32526,2.19878,0.988423,1.6204,2.54718,1.56987,9.65347,1.86361,NB
0.58168,0.264579,0.737886,0.673244,0.356797,0.383172,0.250885,0.428147,4.78366,1.1902,NB
16.287,3.19245,10.2038,6.80645,5.93214,4.32799,3.27196,4.97059,3.98557,5.5953,B
2.81751,7.66406,1.6685,4.7891,9.15939,8.74139,7.98999,6.05115,2.95179,12.5732,NB
6.56208,2.86883,4.29883,1.90752,2.83509,2.01281,0.752655,2.01841,5.1949,2.2059,B
11.5245,6.40457,9.18686,9.09356,4.7155,5.02509,6.91327,6.33658,2.75674,4.904,B
0.0181775,3.11154,14.2493,2.70014,4.76211,2.54832,1.1255,4.1306,4.85518,4.70041,B
12.3425,5.81638,5.07893,4.1278,6.16037,7.95428,10.1016,7.27443,4.0896,3.21937,NB
22.8491,13.4389,3.35536,6.67514,13.5004,10.5026,9.16427,11.3643,2.93066,8.45448,B
8.43436,0.548838,4.37409,1.11252,1.13307,1.02487,0.35542,1.26405,2.39102,2.38712,NB
11.0337,2.16693,10.525,6.43163,4.54514,2.95919,1.6865,3.07043,4.53985,5.11206,NB
5.50778,1.63996,6.33811,5.11379,3.54225,2.10975,0.770077,2.51995,2.25936,3.25069,NB
1.50873,4.16986,2.65419,13.749,4.5821,4.30953,5.00724,4.54652,5.10225,8.15916,NB
10.1794,12.0351,9.00331,6.06397,12.8238,4.56575,1.52273,6.99715,6.27744,4.24402,B
4.67162,0.279886,1.79332,0.604009,0.461264,0.530901,0.212555,0.803286,3.07208,1.57724,B
1.59962,2.74201,1.77129,1.26054,3.41207,2.96612,1.03838,1.86346,1.88388,1.62646,NB
0.745277,2.19973,4.13363,6.50563,1.98649,2.47677,3.98628,2.80538,6.47574,3.02249,B
2.41761,0.542279,2.10536,0.871397,1.31468,0.951005,0.320575,1.02348,1.58643,1.61751,B
0.87252,0.334551,2.88914,0.795,0.728058,1.24185,0.836283,1.08056,1.97003,1.79649,NB
6.78021,3.16839,8.884,4.01798,4.64318,4.47111,3.42528,3.75139,3.77101,4.45208,B
2.76298,21.6955,1.78047,2.78608,12.9556,11.8622,2.75276,10.1043,3.31102,2.52135,NB
0.636212,0.787179,1.39134,0.725766,1.60558,1.37803,0.581914,1.05202,2.1472,1.29983,NB
0.981585,1.56998,1.62996,1.16982,2.51365,2.33365,1.01399,1.91647,1.91314,1.53697,NB
5.90769,1.86518,3.61968,3.49514,1.91095,2.69144,5.33479,3.40479,2.40077,2.88602,B
1.74504,2.06416,4.44384,1.39185,1.66827,1.33418,0.390265,1.78599,3.81002,2.17458,NB
6.23488,9.26028,3.58848,3.48559,4.63996,7.7927,9.78451,7.17657,2.58445,2.94643,NB
9.67043,8.70051,10.6076,6.9091,5.18962,10.4472,19.5969,11.6456,3.39554,5.79889,NB
7.39824,4.44537,2.82489,2.01257,5.6991,7.88041,4.93407,5.34573,2.02204,2.57728,NB
2.5812,0.408896,1.96035,0.761577,0.687878,0.925614,0.707356,0.892993,2.15696,1.84795,NB
0.94523,1.14797,1.9677,1.28442,2.18578,1.99896,0.526161,1.35784,2.09519,1.78307,NB
0.781632,0.216474,0.781939,0.752027,0.356797,0.429337,0.219524,0.550475,5.92797,1.27969,B
4.79886,1.12173,1.84471,0.947793,2.43329,2.70759,0.940818,1.92055,1.16706,1.58172,B
7.87086,6.94248,5.24964,5.06365,4.29281,7.35644,13.377,8.24489,2.799,4.08517,B
1.27242,2.66329,2.95889,3.81505,4.06137,2.01511,0.540099,2.58927,3.9173,4.99349,NB
2.38125,1.1261,2.52753,1.4396,1.64898,2.57833,2.78761,2.33238,1.37024,1.88822,B
0.199952,0.426388,1.20778,0.728154,0.85824,0.874832,0.275276,0.791053,2.8754,1.41393,NB
4.78068,13.2902,3.63436,13.9065,7.20986,9.45465,16.8302,14.5529,2.49667,5.63557,NB
0.65439,1.08237,1.57122,0.816487,1.98488,2.58064,0.843252,1.14173,1.70183,1.71595,NB
15.7599,27.8508,4.20522,8.51582,13.2288,10.3087,8.3698,16.3838,3.26875,4.20822,B
1.90864,1.41692,2.59178,5.32865,3.13081,2.04743,0.602821,1.94501,1.82537,3.43638,B
7.97992,1.59185,4.00881,2.45662,1.82577,3.61243,4.17096,2.99703,2.49017,2.17682,NB
10.6702,9.05693,1.99523,20.3883,7.51684,8.39054,11.9379,9.99418,2.51293,8.66925,B
3.29013,5.80107,4.55213,2.96514,2.4349,5.13358,12.154,7.27851,2.56657,3.19476,B
1.54509,3.15527,4.29149,1.31545,3.81547,2.1513,0.547068,2.45879,2.46254,2.40502,NB
4.90792,10.4651,4.08958,3.11315,9.98066,13.2194,15.1785,9.64351,3.01194,6.12552,NB
9.47048,2.31124,10.7287,8.21023,5.20891,2.84378,1.06626,3.57197,3.31102,5.9376,B
7.28918,1.7143,3.35536,1.0218,2.56508,5.56753,6.36969,2.24268,2.19271,1.80768,NB
1.18154,3.29522,2.23385,1.35126,4.41335,3.02844,0.592367,2.24268,2.21872,1.86361,NB
2.92658,1.52407,1.20962,5.78942,1.53487,2.28056,3.18484,2.23044,9.69248,2.07838,NB
1.70868,6.42425,1.62812,7.95478,6.95593,6.33618,7.33141,5.65562,2.7925,4.99572,NB
12.0153,11.6612,2.98458,10.4329,6.40948,6.94095,5.50204,8.0247,2.6966,4.20822,B
7.56184,7.95925,2.33113,14.9976,7.88006,5.5583,6.39408,6.48337,2.53731,7.38956,B
2.69027,0.964294,1.83554,0.892883,1.98327,1.9551,0.470409,1.08464,2.65109,1.48775,NB
8.28894,4.69465,11.4611,2.43275,5.16873,4.52881,2.00011,3.79216,4.29766,3.13659,B
9.19781,0.951174,19.7375,2.52347,2.82705,2.44676,1.34851,2.21413,4.24239,4.53933,B
3.38101,0.432948,3.02497,0.778289,0.760202,1.47267,0.933849,1.17842,1.78473,1.87703,B
